,date,unique_sessions,spend_time_max,spend_time_min,spend_time_mean,spend_time_sum,notification_mean,notification_sum,battery_max,battery_min,battery_mean,battery_delta,UserID,Better_category_Phone,Better_category_Drawing,Better_category_Mechanical_Turk,Better_category_Family_Planning,Better_category_Messages,Better_category_Video_Players_&_Editors,Better_category_Security,Better_category_Food_&_Drinks,Better_category_Document_Editor,Better_category_Weather,Better_category_Business_Management,Better_category_Medical,Better_category_House_Search,Better_category_Phone_Assistant,Better_category_Personal_Finance,Better_category_Book_Readers,Better_category_Streaming_Services,Better_category_Background_Process,Better_category_Time_Tracker,Better_category_Travel_Planning,Better_category_Sports,Better_category_Dating,Better_category_Phone_Personalization,Better_category_Music_&_Audio,Better_category_Messaging,Better_category_Education,Better_category_Personal_Fitness,Better_category_Remote_Administration,Better_category_Email,Better_category_Dialer,Better_category_To-Do_List,Better_category_Game_Singleplayer,Better_category_Wearables,Better_category_Calendar,Better_category_Camera,Better_category_Instant_Messaging,Better_category_Maps,Better_category_Portfolio/Trading,Better_category_Social_Networking,Better_category_Phone_Tools,Better_category_Internet_Browser,Better_category_Game_Multiplayer,Better_category_Entertainment,Better_category_Auto_&_Vehicles,Better_category_News,Better_category_Phone_Optimization,Better_category_Home_Automation,Better_category_Job_Search,Better_category_Online_Shopping,Better_category_Coupons,Date,F_average,F_binary
837,2020-05-31,37,26.469883333333332,0.0001,1.5093794007490637,268.66953333333333,0.10112359550561797,18,100.0,15.0,58.7752808988764,85.0,15419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,16,0,0,15,4,52,0,0,0,0,0,0,0,0,0,2020-05-31,3.8333333333333335,0
838,2020-06-01,61,36.71743333333333,8.333333333333333e-05,1.3984905872193436,269.90868333333333,0.10362694300518134,20,100.0,16.0,61.538860103626945,84.0,15419,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,0,0,4,7,58,0,0,0,0,0,0,0,0,0,2020-06-01,4.066666666666666,1
839,2020-06-02,45,22.83341666666667,8.333333333333333e-05,1.7480838568935428,333.8840166666667,0.13612565445026178,26,100.0,12.0,50.596858638743456,88.0,15419,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,5,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,3,23,0,0,10,18,26,0,0,0,0,0,0,0,0,0,2020-06-02,4.0,1
840,2020-01-27,57,19.912133333333333,6.666666666666667e-05,1.449263988095238,243.47635,0.17261904761904762,29,100.0,2.0,57.958333333333336,98.0,23912,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19,8,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,45,0,0,31,3,9,0,0,0,0,0,0,0,0,0,2020-01-27,4.0,1
841,2020-02-06,35,55.00703333333333,0.0021666666666666666,3.83053199513382,524.7828833333333,0.26277372262773724,36,100.0,5.0,53.25547445255474,95.0,23912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38,0,0,41,1,0,0,0,0,0,0,0,0,0,0,2020-02-06,4.333333333333333,1
842,2020-02-07,48,46.928983333333335,0.00021666666666666666,1.738121568627451,265.9326,0.13725490196078433,21,97.0,6.0,57.372549019607845,91.0,23912,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,22,5,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,28,0,0,40,9,16,0,0,0,0,0,0,0,0,0,2020-02-07,3.5333333333333337,0
843,2020-02-08,50,16.459483333333335,0.00015,0.6968817171717172,114.98548333333333,0.15757575757575756,26,93.0,2.0,41.95757575757576,91.0,23912,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,13,5,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,10,45,0,0,43,9,7,0,0,0,0,0,12,0,0,0,2020-02-08,4.0,1
844,2020-02-09,63,37.358383333333336,0.00011666666666666667,0.98431725,196.86345,0.165,33,75.0,1.0,34.115,74.0,23912,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,63,0,0,59,2,5,0,0,0,0,0,13,0,0,0,2020-02-09,3.5,0
845,2020-02-10,60,34.66898333333334,5e-05,0.9568005617977527,340.621,0.14606741573033707,52,100.0,1.0,56.72191011235955,99.0,23912,0,0,0,0,0,29,0,0,2,0,0,0,0,0,0,0,28,13,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,73,89,0,0,59,15,6,0,0,0,0,0,12,0,0,0,2020-02-10,4.333333333333334,1
846,2020-02-11,64,28.010416666666668,8.333333333333333e-05,1.1253089928057554,312.8359,0.12949640287769784,36,80.0,1.0,32.53237410071942,79.0,23912,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,33,1,0,1,0,0,0,0,0,0,0,0,5,2,0,0,0,0,12,58,0,0,74,14,4,0,0,0,0,0,34,0,0,0,2020-02-11,3.2666666666666666,0
847,2020-02-12,28,52.65553333333333,0.00018333333333333334,2.8468166666666668,390.01388333333335,0.058394160583941604,8,100.0,0.0,66.94890510948905,100.0,23912,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,29,9,0,0,21,3,2,0,0,0,0,0,26,0,0,0,2020-02-12,4.0,1
848,2020-02-13,49,57.73335,3.3333333333333335e-05,2.269112210338681,424.32398333333333,0.10695187165775401,20,100.0,0.0,54.213903743315505,100.0,23912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38,0,0,58,17,7,0,0,0,0,0,2,0,0,0,2020-02-13,4.133333333333334,1
849,2020-02-14,85,32.33585,0.00011666666666666667,1.5323066176470588,312.59055,0.16666666666666666,34,100.0,16.0,48.43627450980392,84.0,23912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,49,0,0,54,4,8,0,0,0,0,0,3,0,0,0,2020-02-14,4.2,1
850,2020-02-15,48,23.78925,0.0001,1.23133013136289,249.96001666666666,0.1330049261083744,27,100.0,9.0,39.89655172413793,91.0,23912,0,0,0,0,0,4,0,0,19,0,0,0,0,0,0,0,20,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,59,0,0,31,21,2,0,0,0,0,0,20,0,0,0,2020-02-15,4.333333333333333,1
851,2020-02-16,96,24.07335,5e-05,0.6035343949044586,189.5098,0.07643312101910828,24,100.0,14.0,67.6592356687898,86.0,23912,0,0,0,0,0,22,0,0,6,0,0,0,0,0,0,0,12,26,0,8,0,0,0,0,6,0,0,0,2,0,0,0,0,0,5,18,8,0,39,49,20,0,0,0,0,0,44,0,0,0,2020-02-16,4.266666666666667,1
852,2020-02-17,46,118.70895,6.666666666666667e-05,0.9445206266318538,361.7514,0.11488250652741515,44,95.0,2.0,45.133159268929504,93.0,23912,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,28,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,87,0,0,29,99,4,0,0,0,0,0,12,0,0,0,2020-02-17,3.5,0
853,2020-02-18,76,34.07548333333333,5e-05,1.134911129753915,338.20351666666664,0.12080536912751678,36,49.0,3.0,25.966442953020135,46.0,23912,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,25,5,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,59,0,0,43,3,32,0,0,0,0,0,23,0,0,0,2020-02-18,4.333333333333334,1
854,2020-02-19,48,70.09846666666667,0.0027166666666666667,3.151193729372937,636.5411333333333,0.1782178217821782,36,100.0,7.0,61.49009900990099,93.0,23912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,24,4,28,0,0,0,0,0,1,0,0,0,2020-02-19,3.8666666666666663,0
855,2020-02-20,44,47.6027,0.00035,2.170557037037037,293.0252,0.2074074074074074,28,100.0,1.0,47.74814814814815,99.0,23912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,19,3,1,0,0,0,0,0,1,0,0,0,2020-02-20,3.583333333333333,0
856,2020-02-21,35,49.70526666666667,0.00031666666666666665,1.2010202020202019,277.43566666666663,0.0735930735930736,17,83.0,8.0,39.506493506493506,75.0,23912,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,52,8,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,4,60,0,0,45,14,2,0,0,0,0,0,25,0,0,0,2020-02-21,5.666666666666666,1
857,2020-02-22,34,29.944666666666667,0.00031666666666666665,1.353712037037037,219.30135,0.04938271604938271,8,100.0,22.0,54.01234567901235,78.0,23912,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,27,4,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,2,35,0,0,35,12,0,0,0,0,0,0,14,0,0,0,2020-02-22,4.75,1
858,2020-02-23,3,1.16585,0.0011666666666666668,0.3779645833333333,3.0237166666666666,0.0,0,20.0,7.0,15.75,13.0,23912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-02-23,6.333333333333333,1
859,2020-02-25,5,0.9896333333333334,0.00025,0.2959481481481482,2.6635333333333335,0.1111111111111111,1,100.0,93.0,99.0,7.0,23912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2020-02-25,4.666666666666667,1
860,2020-02-26,6,5.11165,0.014966666666666666,0.9192769230769231,11.9506,0.3076923076923077,4,95.0,85.0,91.23076923076923,10.0,23912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,2020-02-26,4.75,1
861,2020-02-27,3,6.484883333333333,0.03783333333333333,1.8536857142857142,12.9758,0.14285714285714285,1,79.0,76.0,77.71428571428571,3.0,23912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2020-02-27,5.666666666666667,1
862,2020-02-28,6,12.118383333333334,6.666666666666667e-05,1.7174363636363636,18.8918,0.5454545454545454,6,64.0,54.0,58.27272727272727,10.0,23912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-02-28,5.5,1
863,2020-03-02,3,1.4499333333333333,0.00028333333333333335,0.46782666666666667,2.3391333333333333,1.0,5,16.0,7.0,11.4,9.0,23912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-03-02,4.5,1
864,2020-03-03,9,57.979483333333334,0.014166666666666666,4.078515217391304,93.80584999999999,0.13043478260869565,3,28.0,1.0,20.956521739130434,27.0,23912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2020-03-03,3.1111111111111107,0
865,2020-03-04,4,0.9894166666666667,0.4548833333333333,0.7393066666666667,3.6965333333333334,0.6,3,16.0,9.0,11.0,7.0,23912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-03-04,3.583333333333333,0
866,2020-03-05,2,1.1482666666666668,0.00011666666666666667,0.40421666666666667,1.21265,1.0,3,4.0,3.0,3.6666666666666665,1.0,23912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-03-05,3.0,0
867,2020-03-06,10,11.885316666666666,8.333333333333333e-05,1.4941380000000002,37.35345,0.36,9,96.0,81.0,88.36,15.0,23912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,2020-03-06,3.2,0
868,2020-05-06,2,1.4760166666666668,6.666666666666667e-05,0.6867388888888889,2.060216666666667,1.0,3,75.0,69.0,71.0,6.0,23912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-05-06,4.0,1
869,2020-05-07,3,1.6303333333333334,6.666666666666667e-05,0.8480133333333335,4.240066666666667,1.0,5,60.0,54.0,57.0,6.0,23912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-05-07,4.111111111111111,1
870,2020-05-08,4,0.6486666666666666,6.666666666666667e-05,0.30145833333333333,2.4116666666666666,0.625,5,47.0,41.0,45.0,6.0,23912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2020-05-08,3.4444444444444446,0
871,2020-05-09,13,9.674116666666666,0.00011666666666666667,0.7908631313131314,26.098483333333334,0.12121212121212122,4,100.0,25.0,37.54545454545455,75.0,23912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2020-05-09,4.444444444444445,1
872,2020-05-10,1,0.48155,0.48155,0.48155,0.48155,1.0,1,90.0,90.0,90.0,0.0,23912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-05-10,3.6666666666666665,0
873,2020-05-13,2,0.5275,0.00011666666666666667,0.34509999999999996,1.0352999999999999,1.0,3,54.0,52.0,53.333333333333336,2.0,23912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-05-13,5.666666666666666,1
874,2020-05-14,4,2.166933333333333,0.0001,0.3255366666666667,3.2553666666666667,0.6,6,44.0,39.0,41.9,5.0,23912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-05-14,5.166666666666667,1
875,2020-05-20,19,110.73816666666667,6.666666666666667e-05,4.23519512195122,173.643,0.0975609756097561,4,100.0,53.0,79.46341463414635,47.0,23912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,7,1,0,0,0,0,0,0,0,0,0,2020-05-20,4.666666666666667,1
876,2020-05-21,7,68.97386666666667,0.0004,6.928373684210525,131.63909999999998,0.2631578947368421,5,49.0,15.0,40.1578947368421,34.0,23912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2020-05-21,3.6666666666666665,0
877,2020-05-22,2,2.1418666666666666,0.0003333333333333333,0.6142033333333334,3.071016666666667,0.8,4,96.0,94.0,95.2,2.0,23912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-05-22,4.333333333333333,1
878,2020-03-13,120,14.464466666666667,6.666666666666667e-05,0.9675313008130081,238.0127,0.16666666666666666,41,43.0,5.0,25.804878048780488,38.0,25259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,142,0,0,37,7,9,0,0,0,0,0,0,0,0,0,2020-03-13,4.466666666666667,1
879,2020-03-14,54,2.29805,8.333333333333333e-05,0.3708870550161812,38.201366666666665,0.14563106796116504,15,80.0,16.0,50.81553398058252,64.0,25259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,23,0,5,0,0,0,0,0,0,0,0,0,2020-03-14,3.066666666666667,0
880,2020-03-15,44,3.52645,8.333333333333333e-05,0.6120952702702703,45.29505,0.24324324324324326,18,66.0,45.0,56.4054054054054,21.0,25259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,6,2,1,0,0,0,0,0,0,0,0,0,2020-03-15,4.333333333333333,1
881,2020-03-16,13,16.7145,0.00011666666666666667,0.9325672839506174,25.17931666666667,0.18518518518518517,5,71.0,31.0,41.96296296296296,40.0,25259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2020-03-16,4.133333333333334,1
882,2020-03-17,25,15.796066666666666,8.333333333333333e-05,1.5030346405228756,76.65476666666666,0.1568627450980392,8,95.0,72.0,84.11764705882354,23.0,25259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,2,1,0,0,0,0,0,0,0,2,0,2020-03-17,1.6666666666666667,0
883,2020-03-18,11,10.12435,8.333333333333333e-05,0.9691246913580246,26.166366666666665,0.18518518518518517,5,71.0,55.0,60.22222222222222,16.0,25259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2020-03-18,2.0,0
884,2020-03-19,12,32.34386666666666,0.00011666666666666667,2.638845238095238,73.88766666666666,0.10714285714285714,3,49.0,33.0,39.964285714285715,16.0,25259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,2020-03-19,3.6666666666666665,0
885,2020-03-20,9,16.575283333333335,0.0001,3.012224166666667,60.244483333333335,0.1,2,23.0,13.0,17.4,10.0,25259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,2020-03-20,3.8888888888888893,0
886,2020-03-21,9,5.8776166666666665,0.00023333333333333333,0.8200204545454546,18.04045,0.045454545454545456,1,95.0,85.0,91.31818181818181,10.0,25259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2020-03-21,5.666666666666667,1
887,2020-03-22,10,21.642966666666666,0.0001,1.219647222222222,36.589416666666665,0.2,6,81.0,67.0,74.7,14.0,25259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-03-22,5.083333333333333,1
888,2020-03-23,11,1.6933,6.666666666666667e-05,0.29799933333333334,7.449983333333334,0.32,8,64.0,52.0,56.32,12.0,25259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-03-23,5.5,1
889,2020-03-24,15,3.6337,0.00015,0.7261014492753624,16.700333333333333,0.30434782608695654,7,49.0,36.0,41.43478260869565,13.0,25259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2020-03-24,3.7333333333333334,0
890,2020-03-25,16,10.005033333333333,0.003533333333333333,1.51968231292517,74.46443333333333,0.10204081632653061,5,100.0,21.0,34.40816326530612,79.0,25259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,1,0,0,0,2020-03-25,4.466666666666667,1
891,2020-03-26,18,10.004833333333334,8.333333333333333e-05,0.7489119791666667,23.965183333333336,0.125,4,93.0,80.0,86.09375,13.0,25259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2020-03-26,2.666666666666667,0
892,2020-03-27,9,7.119533333333333,0.06683333333333333,1.1497180555555555,13.796616666666667,0.25,3,76.0,65.0,70.33333333333333,11.0,25259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-03-27,6.2,1
893,2020-03-28,13,1.5022166666666668,0.0007166666666666667,0.35719469696969697,7.8582833333333335,0.09090909090909091,2,60.0,50.0,55.36363636363637,10.0,25259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2020-03-28,2.75,0
894,2020-03-29,8,10.074166666666667,8.333333333333333e-05,0.9495757575757575,20.890666666666664,0.18181818181818182,4,45.0,35.0,40.68181818181818,10.0,25259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,2020-03-29,3.4,0
895,2020-03-30,14,10.03025,0.00013333333333333334,1.1103937499999998,26.649449999999998,0.3333333333333333,8,100.0,29.0,78.54166666666667,71.0,25259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2020-03-30,4.133333333333334,1
896,2020-03-31,15,2.80945,0.00015,0.744558695652174,17.124850000000002,0.43478260869565216,10,88.0,74.0,81.0,14.0,25259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-03-31,5.266666666666667,1
897,2020-04-01,13,3.74915,8.333333333333333e-05,0.784059375,12.54495,0.3125,5,68.0,57.0,62.25,11.0,25259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-04-01,4.533333333333333,1
898,2020-04-02,13,3.4454666666666665,0.00015,0.5264524691358025,14.214216666666665,0.18518518518518517,5,100.0,38.0,60.55555555555556,62.0,25259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,1,0,0,0,2020-04-02,2.777777777777778,0
899,2020-04-03,8,2.080983333333333,8.333333333333333e-05,0.5391787878787878,5.9309666666666665,0.5454545454545454,6,94.0,87.0,90.63636363636364,7.0,25259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-04-03,3.6666666666666665,0
900,2020-04-04,9,1.4393,6.666666666666667e-05,0.3099952380952381,4.339933333333334,0.42857142857142855,6,83.0,74.0,78.78571428571429,9.0,25259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-04-04,2.933333333333333,0
901,2020-04-05,11,3.75665,6.666666666666667e-05,0.45285416666666667,9.057083333333333,0.45,9,69.0,59.0,62.9,10.0,25259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2020-04-05,4.866666666666667,1
902,2020-04-06,13,1.0771333333333333,8.333333333333333e-05,0.3319657894736842,6.30735,0.3684210526315789,7,99.0,48.0,73.05263157894737,51.0,25259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-04-06,3.866666666666667,0
903,2020-04-07,11,1.2833833333333333,0.00013333333333333334,0.358040625,5.72865,0.4375,7,81.0,68.0,74.625,13.0,25259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2020-04-07,4.266666666666667,1
904,2020-04-08,10,31.60135,0.03181666666666667,1.8733816666666665,37.46763333333333,0.2,4,58.0,44.0,47.65,14.0,25259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2020-04-08,4.0,1
905,2020-04-09,12,3.179,8.333333333333333e-05,0.5155846153846154,13.4052,0.23076923076923078,6,100.0,28.0,75.76923076923077,72.0,25259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-04-09,3.9333333333333327,0
906,2020-04-10,19,1.1593333333333333,8.333333333333333e-05,0.31039533333333336,7.759883333333334,0.16,4,84.0,73.0,79.72,11.0,25259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,2020-04-10,3.25,0
